key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
k_事;kanji;事;action, matter, thing;;じ;こと, つか;onyomi;;9
k_越;kanji;越;go beyond;;えつ;こ;onyomi;;30
k_彰;kanji;彰;clear, patent;;しょう;;onyomi;;50
k_具;kanji;具;tool;;ぐ;;onyomi;;9
k_机;kanji;机;desk;;き;つくえ;kunyomi;;32
k_姓;kanji;姓;surname, family name;;せい, しょう;;onyomi;;36
k_催;kanji;催;sponsor;;さい;もよお;onyomi;;29
k_刊;kanji;刊;edition;;かん;;onyomi;;38
k_始;kanji;始;begin, start;;し;はじ;onyomi;;10
k_併;kanji;併;join;;へい;あわ;onyomi;;38
k_桑;kanji;桑;mulberry;;そう;くわ;kunyomi;;49
k_定;kanji;定;determine;;てい, じょう;さだ;onyomi;;9
k_損;kanji;損;loss;;そん;そこ;onyomi;;34
k_筒;kanji;筒;cylinder, tube;;とう;つつ;onyomi;;43
k_実;kanji;実;truth, reality;;じつ;み;onyomi;;9
k_服;kanji;服;clothes, clothing;;ふく;;onyomi;;9
k_巨;kanji;巨;giant;;きょ;;onyomi;;28
k_塔;kanji;塔;tower;;とう;;onyomi;;44
k_泳;kanji;泳;swim;;えい;およ;kunyomi;;9
k_称;kanji;称;title;;しょう;とな, たた, ほめ;onyomi;;38
k_苦;kanji;苦;suffering;;く;くる, にが;onyomi;;9
k_庫;kanji;庫;storage, warehouse;;こ;くら;onyomi;;28
k_炎;kanji;炎;flame, blaze;;えん;ほのお;onyomi;;35
k_拓;kanji;拓;cultivation;;たく;;onyomi;;49
k_髪;kanji;髪;hair;;はつ;かみ;kunyomi;;44
k_猛;kanji;猛;fierce;;もう;;onyomi;;29
k_巻;kanji;巻;scroll;;かん;ま;onyomi;;25
k_児;kanji;児;child;;じ;こ;onyomi;;28
k_差;kanji;差;distinction;;さ;さ;onyomi;;24
k_狙;kanji;狙;aim;;そ;ねら;onyomi;;37
k_寄;kanji;寄;approach;;き;よ;onyomi;;29
k_表;kanji;表;express;;ひょう;あらわ, おもて;onyomi;;9
k_酢;kanji;酢;vinegar;;さく;す;kunyomi;;35
k_儀;kanji;儀;ceremony;;ぎ;;onyomi;;41
k_乗;kanji;乗;ride;;じょう;の;kunyomi;;9
k_部;kanji;部;part, department, club;;ぶ;へ;onyomi;;9
k_彼;kanji;彼;he;;ひ;かれ, かの;kunyomi;;35
k_史;kanji;史;history;;し;;onyomi;;19
k_御;kanji;御;honorable;;ご, ぎょ;お, おん, み;onyomi;;39
k_客;kanji;客;guest, customer;;きゃく;;onyomi;;9
k_寸;kanji;寸;measurement;;すん;;onyomi;;44
k_桜;kanji;桜;sakura, cherry tree, cherry blossom;;おう, よう;さくら;kunyomi;;32
k_煙;kanji;煙;smoke;;えん;けむ, けむり;onyomi;;18
k_訴;kanji;訴;sue;;そ;うった;onyomi;;25
k_執;kanji;執;tenacious;;しゅう, しつ;と;onyomi;;37
k_価;kanji;価;value;;か;あたい;onyomi;;22
k_般;kanji;般;generally, general;;はん;;onyomi;;36
k_肌;kanji;肌;skin;;き;はだ;kunyomi;;45
k_届;kanji;届;deliver;;;とど;kunyomi;;24
k_解;kanji;解;untie, solve;;かい;と;onyomi;;21
k_処;kanji;処;deal with;;しょ;ところ;onyomi;;28
k_墟;kanji;墟;ruins;;きょ;;onyomi;;41
k_度;kanji;度;degrees, occurrence;;ど, たく;たび;onyomi;;9
k_屋;kanji;屋;roof, shop, store;;おく;や;kunyomi;;9
k_婚;kanji;婚;marriage;;こん;;onyomi;;30
k_浸;kanji;浸;immersed;;しん;ひた;onyomi;;49
k_待;kanji;待;wait;;たい;ま;onyomi;;12
k_卵;kanji;卵;egg;;らん;たまご;kunyomi;;32
k_持;kanji;持;hold;;じ;も;onyomi;;9
k_豆;kanji;豆;beans;;とう;まめ;onyomi;;34
k_涼;kanji;涼;cool;;りょう;すず;onyomi;;46
k_腐;kanji;腐;rot;;ふ;くさ;onyomi;;34
k_径;kanji;径;diameter;;けい;;onyomi;;31
k_発;kanji;発;departure;;はつ;;onyomi;;9
k_界;kanji;界;world;;かい;;onyomi;;9
k_永;kanji;永;eternity;;えい;;onyomi;;32
k_型;kanji;型;model, type;;けい;かた;onyomi;;24
k_操;kanji;操;manipulate, chastity;;そう;あやつ, みさお;onyomi;;33
k_混;kanji;混;mix;;こん;ま;onyomi;;19
k_諸;kanji;諸;various;;しょ;もろ;onyomi;;33
k_清;kanji;清;pure;;せい, しょう, しん;きよ;onyomi;;28
k_伸;kanji;伸;stretch;;しん;の;kunyomi;;36
k_覆;kanji;覆;capsize, cover;;ふく;おお, くつがえ;onyomi;;49
k_穴;kanji;穴;hole, cave;;けつ;あな;kunyomi;;20
k_僕;kanji;僕;i, me;;ぼく;;onyomi;;12
k_酎;kanji;酎;sake;;ちゅう, ちゅ;かも;onyomi;;41
k_相;kanji;相;mutual;;そう, しょう;あい;onyomi;;9
k_則;kanji;則;rule;;そく;のっと;onyomi;;23
k_彩;kanji;彩;coloring, colouring;;さい;いろど;onyomi;;48
k_撤;kanji;撤;withdrawal;;てつ;;onyomi;;41
k_演;kanji;演;perform, performance;;えん;;onyomi;;23
k_招;kanji;招;beckon;;しょう;まね;onyomi;;27
k_県;kanji;県;prefecture;;けん;;onyomi;;9
k_美;kanji;美;beauty, beautiful;;び, み;うつく;onyomi;;9
k_奴;kanji;奴;dude;;ど;やつ;onyomi;;34
k_増;kanji;増;increase;;ぞう;ふ, ま;onyomi;;21
k_負;kanji;負;lose;;ふ;ま, お;onyomi;;9
k_諾;kanji;諾;agreement;;だく;;onyomi;;36
k_重;kanji;重;heavy;;じゅう, ちょう;おも, かさ, え;onyomi;;9
k_送;kanji;送;send;;そう;おく;onyomi;;9
k_粧;kanji;粧;cosmetics;;しょう;;onyomi;;47
k_縄;kanji;縄;rope;;じょう;なわ;onyomi;;36
k_塁;kanji;塁;base, baseball base;;るい;;onyomi;;37
k_枕;kanji;枕;pillow;;しん;まくら;kunyomi;;30
k_談;kanji;談;discuss;;だん;;onyomi;;9
k_仮;kanji;仮;temporary;;か;かり;onyomi;;9
k_要;kanji;要;need;;よう;い, かなめ;onyomi;;9
k_戻;kanji;戻;return;;れい;もど;kunyomi;;37
k_勝;kanji;勝;win, victory;;しょう;か;onyomi;;9
k_呪;kanji;呪;curse;;じゅ;のろ;kunyomi;;45
k_呼;kanji;呼;call;;こ;よ;kunyomi;;23
k_起;kanji;起;wake up;;き;お;kunyomi;;10
k_配;kanji;配;distribute;;はい;くば;onyomi;;10
k_曜;kanji;曜;weekday, day of the week;;よう;;onyomi;;16
k_接;kanji;接;adjoin;;せつ;つ;onyomi;;26
k_密;kanji;密;secrecy;;みつ;ひそ;onyomi;;32
k_誇;kanji;誇;pride;;こ;ほこ;onyomi;;46
k_偽;kanji;偽;fake;;ぎ;にせ, いつわ;onyomi;;41
k_終;kanji;終;end, finish;;しゅう;おわ, お;onyomi;;10
k_酒;kanji;酒;alcohol;;しゅ;さけ, さか;onyomi;;10
k_承;kanji;承;consent;;しょう;うけたまわ;onyomi;;34
k_霧;kanji;霧;fog;;む;きり;kunyomi;;47
k_即;kanji;即;instant;;そく;すなわ;onyomi;;43
k_尋;kanji;尋;inquire;;じん;たず, ひろ;onyomi;;31
k_牧;kanji;牧;pasture;;ぼく;まき;onyomi;;43
k_畜;kanji;畜;livestock;;ちく;;onyomi;;48
k_斜;kanji;斜;diagonal;;しゃ;なな;onyomi;;48
k_習;kanji;習;learn;;しゅう;なら;onyomi;;10
k_募;kanji;募;recruit;;ぼ;つの;onyomi;;37
k_転;kanji;転;revolve;;てん;ころ;onyomi;;10
k_評;kanji;評;evaluate;;ひょう;;onyomi;;21
k_錬;kanji;錬;tempering;;れん;ね;onyomi;;46
k_虹;kanji;虹;rainbow;;こう;にじ;kunyomi;;47
k_塗;kanji;塗;paint;;と;ぬ;onyomi;;48
k_婦;kanji;婦;wife;;ふ;;onyomi;;28
k_麗;kanji;麗;lovely;;れい;うるわ;onyomi;;28
k_符;kanji;符;token;;ふ;;onyomi;;30
k_進;kanji;進;advance;;しん;すす;onyomi;;10
k_微;kanji;微;delicate;;び;かす;onyomi;;28
k_乳;kanji;乳;milk;;にゅう;ちち;onyomi;;23
k_遠;kanji;遠;far;;えん;とお;onyomi;;16
k_益;kanji;益;benefit;;えき;;onyomi;;28
k_誉;kanji;誉;honor;;よ;ほ;onyomi;;40
k_移;kanji;移;shift;;い;うつ;onyomi;;28
k_棒;kanji;棒;pole, rod, wooden pole;;ぼう;;onyomi;;31
k_論;kanji;論;theory;;ろん;;onyomi;;20
k_葉;kanji;葉;leaf, leaves;;よう;は, ば;kunyomi;;10
k_砲;kanji;砲;cannon;;ほう;;onyomi;;44
k_運;kanji;運;carry, luck;;うん;はこ;onyomi;;10
k_軽;kanji;軽;lightweight, light, light weight;;けい;かる, かろ;kunyomi;;10
k_伎;kanji;伎;deed;;き;わざ;onyomi;;36
k_開;kanji;開;open;;かい;あ, ひら;onyomi;;10
k_眠;kanji;眠;sleep;;みん;ねむ;onyomi;;27
k_怖;kanji;怖;scary;;ふ;こわ;onyomi;;29
k_集;kanji;集;collect, gather;;しゅう;あつ;onyomi;;10
k_挿;kanji;挿;insert;;そう;さ;onyomi;;47
k_漂;kanji;漂;drift;;ひょう;ただよ;onyomi;;50
k_熊;kanji;熊;bear;;;くま;kunyomi;;35
k_謙;kanji;謙;modesty;;けん;;onyomi;;39
k_飲;kanji;飲;drink;;いん;の;kunyomi;;10
k_層;kanji;層;layer;;そう;;onyomi;;24
k_漢;kanji;漢;chinese, china;;かん;;onyomi;;10
k_業;kanji;業;business;;ぎょう;;onyomi;;10
k_防;kanji;防;prevent, prevention;;ぼう;ふせ;onyomi;;20
k_蟹;kanji;蟹;crab;;;かに;kunyomi;;50
k_路;kanji;路;road;;ろ;じ, みち;onyomi;;10
k_阜;kanji;阜;mound;;ふ;;onyomi;;39
k_充;kanji;充;allocate;;じゅう;あ, み;onyomi;;39
k_職;kanji;職;employment;;しょく;;onyomi;;23
k_還;kanji;還;send back;;かん;かえ;onyomi;;38
k_権;kanji;権;rights;;けん;;onyomi;;21
k_隆;kanji;隆;prosperity;;りゅう;;onyomi;;39
k_鉄;kanji;鉄;iron;;てつ;;onyomi;;10
k_精;kanji;精;spirit, pure;;せい;;onyomi;;28
k_算;kanji;算;calculate, calculation;;さん;そろ;onyomi;;10
k_歌;kanji;歌;song, sing;;か;うた;onyomi;;10
k_妙;kanji;妙;strange;;みょう;たえ;onyomi;;28
k_抗;kanji;抗;confront;;こう;あらが;onyomi;;37
k_耳;kanji;耳;ear, ears;;じ;みみ;kunyomi;;4
k_件;kanji;件;matter, affair;;けん;;onyomi;;21
k_騒;kanji;騒;boisterous;;そう;さわ;onyomi;;30
k_如;kanji;如;likeness;;じょ;ごと;onyomi;;47
k_聞;kanji;聞;hear;;ぶん, もん;き;onyomi;;10
k_語;kanji;語;language;;ご;かた;onyomi;;10
k_段;kanji;段;steps, stairs;;だん;;onyomi;;27
k_梨;kanji;梨;pear;;;なし;kunyomi;;44
k_傘;kanji;傘;umbrella;;さん;かさ;kunyomi;;28
k_攻;kanji;攻;aggression;;こう;せ;onyomi;;28
k_乾;kanji;乾;dry;;かん;かわ, ほ;onyomi;;29
k_顔;kanji;顔;face;;がん;かお;kunyomi;;10
k_幾;kanji;幾;how many, how much;;き;いく;kunyomi;;31
k_老;kanji;老;elderly;;ろう;;onyomi;;11
k_庄;kanji;庄;manor;;しょう;;onyomi;;46
k_亭;kanji;亭;restaurant;;てい;;onyomi;;50
k_努;kanji;努;toil;;ど;つと;onyomi;;11
k_位;kanji;位;rank;;い;くらい;onyomi;;11
k_韓;kanji;韓;korea;;かん;;onyomi;;29
k_鉢;kanji;鉢;bowl;;はち;;onyomi;;48
k_師;kanji;師;teacher, expert, master;;し;;onyomi;;23
k_岸;kanji;岸;coast, shore;;がん;きし;onyomi;;11
k_昔;kanji;昔;long ago, long time ago;;;むかし;kunyomi;;11
k_閣;kanji;閣;the cabinet, cabinet;;かく;;onyomi;;29
k_崎;kanji;崎;cape;;き;さき;kunyomi;;23
k_汚;kanji;汚;dirty;;お;よご, きたな, けが;onyomi;;32
k_味;kanji;味;flavor, taste;;み;あじ;onyomi;;11
k_積;kanji;積;accumulate;;せき;つ;onyomi;;29
k_督;kanji;督;coach;;とく;;onyomi;;29
k_娘;kanji;娘;daughter;;;むすめ;kunyomi;;29
k_根;kanji;根;root;;こん;ね;onyomi;;12
k_描;kanji;描;draw;;びょう;か, えが;onyomi;;38
k_副;kanji;副;vice, side;;ふく;;onyomi;;22
k_律;kanji;律;law;;りつ;;onyomi;;23
k_詰;kanji;詰;stuffed;;きつ, きち;つ, づ;kunyomi;;29
k_魅;kanji;魅;alluring;;み;;onyomi;;30
k_照;kanji;照;illuminate;;しょう;て;onyomi;;30
k_系;kanji;系;lineage;;けい;;onyomi;;30
k_遊;kanji;遊;play;;ゆう;あそ;onyomi;;30
k_旗;kanji;旗;flag;;き;はた;onyomi;;30
k_預;kanji;預;deposit;;よ;あず;onyomi;;30
k_階;kanji;階;floor, story, storey;;かい;;onyomi;;12
k_爪;kanji;爪;claw;;そう;つま, つめ;kunyomi;;34
k_延;kanji;延;prolong;;えん;のば, の;onyomi;;30
k_泊;kanji;泊;overnight;;はく;と;onyomi;;42
k_湯;kanji;湯;hot water;;とう;ゆ;kunyomi;;12
k_登;kanji;登;climb;;とう, と;のぼ;onyomi;;12
k_質;kanji;質;quality;;しつ, しち;;onyomi;;24
k_荒;kanji;荒;wild;;こう;あ, あら;kunyomi;;42
k_覧;kanji;覧;look at;;らん;;onyomi;;30
k_塊;kanji;塊;lump;;かい;かたまり;kunyomi;;45
k_更;kanji;更;again, renew;;こう;さら, ふ;onyomi;;30
k_短;kanji;短;short;;たん;みじか;onyomi;;12
k_野;kanji;野;field;;や;の;onyomi;;12
k_難;kanji;難;difficult;;なん;むずか;onyomi;;20
k_反;kanji;反;anti;;はん;;onyomi;;8
k_浮;kanji;浮;float;;ふ;う, うわ;kunyomi;;30
k_緑;kanji;緑;green;;りょく;みどり;kunyomi;;13
k_盗;kanji;盗;steal;;とう;ぬす;onyomi;;30
k_浜;kanji;浜;beach;;ひん;はま;kunyomi;;28
k_融;kanji;融;dissolve;;ゆう;;onyomi;;31
k_駅;kanji;駅;station, train station;;えき;;onyomi;;13
k_殺;kanji;殺;kill;;さつ;ころ;onyomi;;13
k_既;kanji;既;previously;;き;すで;onyomi;;31
k_除;kanji;除;exclude, remove;;じょ, じ;のぞ;onyomi;;31
k_寝;kanji;寝;lie down, lay down, sleep;;しん;ね;kunyomi;;22
k_鏡;kanji;鏡;mirror;;きょう;かがみ;kunyomi;;13
k_願;kanji;願;request;;がん;ねが, ねがい;onyomi;;13
k_閉;kanji;閉;closed, close, closure;;へい;し, と;onyomi;;33
k_豪;kanji;豪;luxurious;;ごう;;onyomi;;31
k_芽;kanji;芽;sprout;;が;め;kunyomi;;44
k_例;kanji;例;example;;れい;たと;onyomi;;14
k_掃;kanji;掃;sweep;;そう;は;onyomi;;31
k_泥;kanji;泥;mud;;でい;どろ;onyomi;;31
k_驚;kanji;驚;surprised;;きょう;おどろ;onyomi;;31
k_銀;kanji;銀;silver;;ぎん;;onyomi;;13
k_囲;kanji;囲;surround;;い;かこ;onyomi;;14
k_固;kanji;固;hard;;こ;かた;onyomi;;14
k_濃;kanji;濃;thick;;のう;こ;onyomi;;27
k_季;kanji;季;seasons;;き;;onyomi;;14
k_見;kanji;見;see;;けん;み;kunyomi;;4
k_完;kanji;完;perfect;;かん;;onyomi;;14
k_編;kanji;編;knit;;へん;あ;onyomi;;31
k_倉;kanji;倉;warehouse;;そう;くら;onyomi;;31
k_隊;kanji;隊;squad;;たい;;onyomi;;28
k_孫;kanji;孫;grandchild;;そん;まご;onyomi;;31
k_双;kanji;双;pair;;そう;ふた;onyomi;;42
k_松;kanji;松;pine, pine tree;;しょう;まつ;kunyomi;;14
k_勧;kanji;勧;recommend;;かん;すす;onyomi;;39
k_巣;kanji;巣;nest;;そう;す;kunyomi;;31
k_帯;kanji;帯;belt;;たい;おび;onyomi;;31
k_性;kanji;性;gender, nature, sex;;せい, しょう;;onyomi;;14
k_救;kanji;救;rescue;;きゅう;すく;onyomi;;31
k_天;kanji;天;heaven;;てん;あま;onyomi;;2
k_能;kanji;能;ability;;のう;;onyomi;;14
k_休;kanji;休;rest;;きゅう;やす;onyomi;;4
k_欧;kanji;欧;europe;;おう;;onyomi;;29
k_賞;kanji;賞;prize;;しょう;;onyomi;;13
k_粉;kanji;粉;powder;;ふん;こな, こ;onyomi;;31
k_術;kanji;術;art;;じゅつ;;onyomi;;14
k_私;kanji;私;i, private;;し;わたし;onyomi;;6
k_衛;kanji;衛;defense;;えい;;onyomi;;32
k_妥;kanji;妥;gentle;;だ;;onyomi;;14
k_雰;kanji;雰;atmosphere;;ふん;;onyomi;;14
k_骨;kanji;骨;bone;;こつ;ほね;onyomi;;14
k_唯;kanji;唯;solely;;ゆい;ただ;onyomi;;49
k_才;kanji;才;genius;;さい;;onyomi;;2
k_貨;kanji;貨;freight;;か;;onyomi;;31
k_陸;kanji;陸;land;;りく;;onyomi;;31
k_昼;kanji;昼;noon;;ちゅう;ひる;kunyomi;;15
k_列;kanji;列;row;;れつ;;onyomi;;15
k_区;kanji;区;district, ward;;く;;onyomi;;15
k_託;kanji;託;consign;;たく;かこ;onyomi;;38
k_計;kanji;計;measure, measurement;;けい;はか;onyomi;;15
k_岡;kanji;岡;hill;;;おか;kunyomi;;21
k_坂;kanji;坂;slope;;はん;さか;kunyomi;;15
k_恩;kanji;恩;kindness;;おん;;onyomi;;32
k_批;kanji;批;criticism;;ひ;;onyomi;;21
k_訪;kanji;訪;visit;;ほう;たず, おとず;onyomi;;27
k_迎;kanji;迎;welcome;;げい;むか;onyomi;;32
k_似;kanji;似;resemble;;ね, じ;に;onyomi;;31
k_序;kanji;序;preface;;じょ;つい, ついで;onyomi;;32
k_毒;kanji;毒;poison;;どく;;onyomi;;15
k_右;kanji;右;right;;ゆう, う;みぎ;onyomi;;2
k_棟;kanji;棟;pillar;;とう;;onyomi;;46
k_駐;kanji;駐;resident;;ちゅう;;onyomi;;40
k_数;kanji;数;count, number, amount;;すう;かぞ, かず;onyomi;;8
k_令;kanji;令;orders;;れい;;onyomi;;11
k_績;kanji;績;exploits;;せき;;onyomi;;32
k_幕;kanji;幕;curtain;;まく, ばく;とばり;onyomi;;34
k_係;kanji;係;connection;;けい;かか, かかり;onyomi;;16
k_式;kanji;式;ritual, ceremony, equation;;しき;;onyomi;;15
k_均;kanji;均;equal;;きん;ひと;onyomi;;31
k_取;kanji;取;take;;しゅ;と;onyomi;;16
k_査;kanji;査;inspect, investigate, inspection, investigation;;さ;;onyomi;;21
k_背;kanji;背;back, height;;はい;せ, そむ;onyomi;;30
k_信;kanji;信;believe, trust;;しん;;onyomi;;15
k_胃;kanji;胃;stomach;;い;;onyomi;;27
k_鹿;kanji;鹿;deer;;ろく;か, しか;kunyomi;;36
k_単;kanji;単;simple;;たん;;onyomi;;15
k_勇;kanji;勇;courage, bravery, valor, valour;;ゆう;いさ;onyomi;;15
k_宝;kanji;宝;treasure;;ほう;たから;onyomi;;4
k_瞬;kanji;瞬;blink;;しゅん;またた;onyomi;;46
k_岐;kanji;岐;branch off;;き, ぎ;;onyomi;;39
k_綺;kanji;綺;beautiful;;き;;onyomi;;28
k_頻;kanji;頻;frequent;;ひん;しき;onyomi;;40
k_墓;kanji;墓;grave;;ぼ;はか;onyomi;;31
k_徳;kanji;徳;virtue;;とく;;onyomi;;31
k_富;kanji;富;rich;;ふ;と, とみ;onyomi;;31
k_嬉;kanji;嬉;glad, happy;;き;うれ;onyomi;;40
k_司;kanji;司;director;;し;つかさど;onyomi;;15
k_寿;kanji;寿;lifespan, longevity;;じゅ, す;ことぶき;onyomi;;35
k_江;kanji;江;inlet, bay;;こう;え;kunyomi;;29
k_品;kanji;品;product, article, goods, products;;ひん;しな;onyomi;;16
k_疲;kanji;疲;exhausted;;ひ;つか;onyomi;;45
k_身;kanji;身;somebody, someone, body;;しん;み;onyomi;;8
k_網;kanji;網;netting;;もう;あみ;onyomi;;42
k_埼;kanji;埼;cape;;き;さい;kunyomi;;39
k_恐;kanji;恐;fear;;きょう;おそ, こわ;onyomi;;29
k_撃;kanji;撃;attack;;げき;う;onyomi;;28
k_効;kanji;効;effective;;こう;き;onyomi;;25
k_憶;kanji;憶;recollection;;おく;;onyomi;;48
k_偵;kanji;偵;spy;;てい;;onyomi;;31
k_掲;kanji;掲;display;;けい;かか;onyomi;;37
k_巧;kanji;巧;adept;;こう;うま, たく;onyomi;;50
k_甲;kanji;甲;turtle shell;;こう, かん;か;onyomi;;39
k_適;kanji;適;suitable;;てき;;onyomi;;30
k_複;kanji;複;duplicate;;ふく;;onyomi;;32
k_仙;kanji;仙;hermit;;せん;;onyomi;;39
k_畑;kanji;畑;field;;;はたけ, はた;kunyomi;;41
k_銃;kanji;銃;gun;;じゅう;;onyomi;;39
k_娯;kanji;娯;recreation;;ご;;onyomi;;44
k_淡;kanji;淡;faint;;たん;あわ;onyomi;;49
k_戒;kanji;戒;commandment;;かい;いまし;onyomi;;40
k_響;kanji;響;echo, reverberation, resound;;きょう;ひび;onyomi;;25
k_瀬;kanji;瀬;rapids, shallows;;らい;せ;kunyomi;;41
k_幼;kanji;幼;infancy, childhood;;よう;おさな;onyomi;;28
k_棋;kanji;棋;chess piece;;き;ご;onyomi;;39
k_壊;kanji;壊;break;;かい;こわ;onyomi;;29
k_趣;kanji;趣;gist;;しゅ;おもむき;onyomi;;43
k_摩;kanji;摩;chafe;;ま;さす;onyomi;;43
k_撮;kanji;撮;photograph, photo;;さつ;と;onyomi;;30
k_稲;kanji;稲;rice plant;;;いね, いな;kunyomi;;39
k_誌;kanji;誌;magazine;;し;;onyomi;;33
k_雅;kanji;雅;elegant;;が;みや;onyomi;;40
k_垂;kanji;垂;dangle, drip;;すい;た;onyomi;;33
k_鶴;kanji;鶴;crane;;かく;つる;kunyomi;;49
k_砂;kanji;砂;sand;;さ;すな;onyomi;;33
k_詳;kanji;詳;detailed;;しょう;くわ;onyomi;;17
k_肺;kanji;肺;lung;;はい;;onyomi;;33
k_幅;kanji;幅;width;;ふく;はば;kunyomi;;36
k_郷;kanji;郷;hometown;;きょう;;onyomi;;41
k_講;kanji;講;lecture;;こう;;onyomi;;35
k_冷;kanji;冷;cool, cold;;れい;つめ, ひ, さ;onyomi;;28
k_祉;kanji;祉;welfare;;し;;onyomi;;39
k_廊;kanji;廊;corridor;;ろう;;onyomi;;31
k_汁;kanji;汁;soup;;じゅう;しる;onyomi;;35
k_滅;kanji;滅;destroy;;めつ;ほろ;onyomi;;43
k_弧;kanji;弧;arc;;こ;;onyomi;;42
k_擦;kanji;擦;grate;;さつ;こす, す;onyomi;;43
k_寮;kanji;寮;dormitory;;りょう;;onyomi;;46
k_征;kanji;征;subjugate;;せい;;onyomi;;49
k_脱;kanji;脱;undress;;だつ;ぬ;onyomi;;22
k_絞;kanji;絞;strangle;;こう;し, しぼ;onyomi;;25
k_丈;kanji;丈;height, ten feet;;じょう;たけ;onyomi;;15
k_懲;kanji;懲;chastise;;ちょう;こ;onyomi;;43
k_漫;kanji;漫;manga;;まん;;onyomi;;50
k_捜;kanji;捜;search;;そう;さが;onyomi;;25
k_宣;kanji;宣;proclaim;;せん;のたま;onyomi;;33
k_灰;kanji;灰;ashes;;かい;はい;kunyomi;;33
k_抱;kanji;抱;hug;;ほう;だ, かか, いだ;kunyomi;;37
k_装;kanji;装;attire;;そう, しょう;よそお;onyomi;;33
k_岳;kanji;岳;peak;;がく;たけ;onyomi;;43
k_停;kanji;停;halt;;てい;;onyomi;;23
k_仁;kanji;仁;humanity;;じん;;onyomi;;41
k_隣;kanji;隣;neighbor, neighbour;;りん;となり;onyomi;;40
k_到;kanji;到;arrival;;とう;;onyomi;;42
k_匹;kanji;匹;small animal, small animal counter;;;ひき;kunyomi;;44
k_柳;kanji;柳;willow;;りゅう;やなぎ;onyomi;;47
k_妻;kanji;妻;wife;;さい;つま;onyomi;;20
k_否;kanji;否;no;;ひ;いな, いや;onyomi;;33
k_餓;kanji;餓;starve;;が;う;onyomi;;48
k_厄;kanji;厄;unlucky;;やく;;onyomi;;35
k_噌;kanji;噌;boisterous;;そ;;onyomi;;35
k_賄;kanji;賄;bribe;;わい;まかな;onyomi;;38
k_滑;kanji;滑;slippery;;かつ;すべ, なめ;onyomi;;42
k_超;kanji;超;ultra, super;;ちょう;こ;onyomi;;36
k_納;kanji;納;supply;;のう;おさ, なっ;onyomi;;33
k_群;kanji;群;flock;;ぐん;む, むら;onyomi;;39
k_剣;kanji;剣;sword;;けん;つるぎ;onyomi;;35
k_敷;kanji;敷;spread;;ふ;しき, し;kunyomi;;40
k_核;kanji;核;nucleus;;かく;;onyomi;;36
k_吹;kanji;吹;blow;;すい;ふ;kunyomi;;40
k_包;kanji;包;wrap;;ほう;つつ, くる;onyomi;;41
k_珠;kanji;珠;pearl;;しゅ;たま;onyomi;;49
k_割;kanji;割;divide;;かつ;わり, わ;kunyomi;;23
k_況;kanji;況;condition;;きょう;;onyomi;;25
k_貴;kanji;貴;valuable;;き;とうと;onyomi;;34
k_領;kanji;領;territory;;りょう;;onyomi;;22
k_縁;kanji;縁;edge;;えん, ねん;ふち;onyomi;;44
k_帽;kanji;帽;hat;;ぼう;;onyomi;;47
k_管;kanji;管;pipe;;かん;くだ;onyomi;;24
k_添;kanji;添;append;;てん;そ;onyomi;;29
k_飾;kanji;飾;decorate;;しょく;かざ;onyomi;;30
k_票;kanji;票;ballot;;ひょう;;onyomi;;25
k_免;kanji;免;excuse;;めん;まぬか;onyomi;;39
k_恵;kanji;恵;favor;;え, けい;めぐ;onyomi;;37
k_稚;kanji;稚;immature;;ち;;onyomi;;28
k_犠;kanji;犠;sacrifice;;ぎ;;onyomi;;40
k_沈;kanji;沈;sink;;ちん;しず;onyomi;;43
k_崩;kanji;崩;crumble;;ほう;くず;onyomi;;37
k_佐;kanji;佐;help;;さ;;onyomi;;47
k_述;kanji;述;mention;;じゅつ;の;onyomi;;24
k_渋;kanji;渋;bitter, astringent, reluctant;;じゅう;しぶ;onyomi;;39
k_埋;kanji;埋;bury;;まい;う;kunyomi;;39
k_躍;kanji;躍;leap;;やく;おど;onyomi;;39
k_蛇;kanji;蛇;snake;;じゃ;へび;kunyomi;;48
k_壇;kanji;壇;podium;;だん;;onyomi;;49
k_壮;kanji;壮;robust;;そう;;onyomi;;50
k_筋;kanji;筋;muscle, tendon;;きん;すじ;onyomi;;33
k_購;kanji;購;subscription;;こう;;onyomi;;30
k_暫;kanji;暫;temporarily;;ざん;しばら;onyomi;;42
k_窓;kanji;窓;window;;そう;まど;kunyomi;;33
k_互;kanji;互;mutual;;ご;たが;onyomi;;35
k_慎;kanji;慎;humility;;しん;つつし;onyomi;;39
k_硬;kanji;硬;stiff;;こう;かた;onyomi;;45
k_唇;kanji;唇;lips;;しん;くちびる;kunyomi;;47
k_魔;kanji;魔;devil;;ま;;onyomi;;46
k_裏;kanji;裏;backside, underside, reverse;;り;うら;kunyomi;;33
k_旧;kanji;旧;former;;きゅう;;onyomi;;36
k_盾;kanji;盾;shield;;じゅん;たて;onyomi;;48
k_后;kanji;后;empress;;こう, ご;きさき;onyomi;;50
k_箸;kanji;箸;chopsticks;;ちゃく;はし;kunyomi;;47
k_踏;kanji;踏;step;;とう;ふ;onyomi;;36
k_契;kanji;契;pledge;;けい;;onyomi;;37
k_溶;kanji;溶;melt;;よう;と;onyomi;;48
k_唱;kanji;唱;chant;;しょう;とな;onyomi;;40
